session_id,customer_id,device_type,session_start,start_time,session_end,end_time,session_duration_sec,pages_visited,viewed_category,viewed_product
SES000474,CUST0270,Desktop,2023-02-05,2.22.00 AM,2023-02-05,2.26.10 AM,250,8,Fashion,Shoes
SES000475,CUST0419,Tablet,2023-05-15,4.39.00 AM,2023-05-15,4.49.55 AM,655,15,Fashion,Shoes
SES000476,CUST0332,Tablet,2023-03-21,9.23.00 AM,2023-03-21,9.28.58 AM,358,2,Fashion,Jacket
SES000477,CUST0103,Mobile,2023-08-28,8.05.00 AM,2023-08-28,8.13.33 AM,513,7,Groceries,Oil
SES000478,CUST0438,Mobile,2023-06-09,2.39.00 PM,2023-06-09,2.53.50 PM,890,5,Fashion,Jeans
SES000479,CUST0296,Desktop,2023-02-02,11.28.00 AM,2023-02-02,11.35.32 AM,452,5,Electronics,Laptop
SES000480,CUST0084,Tablet,2023-11-12,11.01.00 PM,2023-11-12,11.10.32 PM,572,6,Groceries,Juice
SES000481,CUST0320,Tablet,2023-04-09,9.00.00 PM,2023-04-09,9.13.46 PM,826,15,Fashion,Jacket
SES000482,CUST0465,Desktop,2023-01-26,7.31.00 AM,2023-01-26,7.35.57 AM,297,14,Beauty,Perfume
SES000483,CUST0281,Desktop,2023-04-04,5.41.00 AM,2023-04-04,5.52.27 AM,687,15,Electronics,Mouse
SES000484,CUST0438,Mobile,2023-10-31,8.50.00 PM,2023-10-31,8.53.51 PM,231,3,Electronics,Keyboard
SES000485,CUST0158,Tablet,2023-02-09,3.52.00 PM,2023-02-09,4.00.31 PM,511,9,Fashion,Shoes
SES000486,CUST0290,Mobile,2023-03-24,12.10.00 PM,2023-03-24,12.24.36 PM,876,5,Groceries,Juice
SES000487,CUST0129,Desktop,2023-04-24,10.05.00 AM,2023-04-24,10.07.17 AM,137,6,Electronics,Laptop
SES000488,CUST0238,Tablet,2023-04-01,10.14.00 PM,2023-04-01,10.15.08 PM,68,13,Beauty,Shampoo
SES000489,CUST0230,Desktop,2023-06-07,1.43.00 AM,2023-06-07,1.44.33 AM,93,9,Groceries,Oil
SES000490,CUST0042,Mobile,2023-07-13,12.40.00 AM,2023-07-13,12.43.29 AM,209,7,Beauty,Perfume
SES000491,CUST0459,Tablet,2023-10-22,2.12.00 AM,2023-10-22,2.25.27 AM,807,15,Groceries,Rice
SES000492,CUST0082,Mobile,2023-12-22,3.01.00 PM,2023-12-22,3.11.17 PM,617,13,Beauty,Shampoo
SES000493,CUST0156,Tablet,2023-04-10,1.19.00 AM,2023-04-10,1.23.21 AM,261,2,Electronics,Mouse
SES000494,CUST0153,Mobile,2023-02-11,11.50.00 AM,2023-02-11,12.03.47 PM,827,2,Fashion,T-shirt
SES000495,CUST0128,Mobile,2023-11-16,3.54.00 AM,2023-11-16,4.01.37 AM,457,6,Sports,Tennis Racket
SES000496,CUST0287,Tablet,2023-08-08,5.33.00 PM,2023-08-08,5.41.41 PM,521,9,Sports,Football
SES000497,CUST0019,Tablet,2023-07-15,12.52.00 AM,2023-07-15,12.57.01 AM,301,1,Groceries,Juice
SES000498,CUST0265,Desktop,2023-09-18,11.00.00 PM,2023-09-18,11.02.08 PM,128,8,Fashion,Shoes
SES000499,CUST0500,Desktop,2023-02-13,5.05.00 PM,2023-02-13,5.15.34 PM,634,3,Electronics,Mouse
SES000500,CUST0042,Tablet,2023-05-11,1.38.00 PM,2023-05-11,1.41.33 PM,213,6,Sports,Cricket Bat
SES000501,CUST0479,Mobile,2023-05-20,11.58.00 AM,2023-05-20,11.59.21 AM,81,7,Groceries,Snacks
SES000502,CUST0362,Desktop,2023-04-09,7.53.00 PM,2023-04-09,8.04.44 PM,704,12,Fashion,Jacket
SES000503,CUST0282,Tablet,2023-02-18,3.38.00 PM,2023-02-18,3.47.40 PM,580,5,Sports,Tennis Racket
SES000504,CUST0146,Tablet,2023-08-21,8.29.00 AM,2023-08-21,8.37.39 AM,519,13,Electronics,Mouse
SES000505,CUST0039,Tablet,2023-12-10,5.22.00 PM,2023-12-10,5.32.47 PM,647,9,Fashion,Jacket
SES000506,CUST0291,Tablet,2023-06-23,5.45.00 AM,2023-06-23,5.50.32 AM,332,7,Sports,Cricket Bat
SES000507,CUST0099,Tablet,2023-10-03,3.51.00 AM,2023-10-03,3.54.02 AM,182,13,Electronics,Laptop
SES000508,CUST0283,Tablet,2023-12-27,2.42.00 AM,2023-12-27,2.55.18 AM,798,7,Sports,Tennis Racket
SES000509,CUST0163,Mobile,2023-06-12,1.09.00 PM,2023-06-12,1.23.03 PM,843,11,Fashion,Jeans
SES000510,CUST0227,Mobile,2023-12-10,8.09.00 AM,2023-12-10,8.23.33 AM,873,5,Groceries,Juice
SES000511,CUST0133,Mobile,2023-06-07,6.55.00 PM,2023-06-07,7.07.21 PM,741,13,Groceries,Juice
SES000512,CUST0193,Mobile,2023-04-10,2.48.00 AM,2023-04-10,2.56.20 AM,500,10,Groceries,Rice
SES000513,CUST0084,Desktop,2023-08-01,8.47.00 AM,2023-08-01,9.00.22 AM,802,13,Fashion,Shoes
SES000514,CUST0111,Tablet,2023-07-22,2.39.00 AM,2023-07-22,2.50.02 AM,662,10,Electronics,Smartphone
SES000515,CUST0320,Mobile,2023-10-10,11.59.00 AM,2023-10-10,12.02.50 PM,230,4,Fashion,Shoes
SES000516,CUST0109,Desktop,2023-05-17,10.33.00 AM,2023-05-17,10.36.37 AM,217,11,Groceries,Snacks
SES000517,CUST0242,Mobile,2023-01-15,9.15.00 PM,2023-01-15,9.24.47 PM,587,7,Fashion,T-shirt
SES000518,CUST0279,Desktop,2023-05-12,6.48.00 PM,2023-05-12,6.55.38 PM,458,7,Groceries,Snacks
SES000519,CUST0396,Mobile,2023-12-13,2.31.00 PM,2023-12-13,2.43.49 PM,769,2,Electronics,Keyboard
SES000520,CUST0068,Tablet,2023-08-05,12.48.00 PM,2023-08-05,1.01.46 PM,826,9,Groceries,Rice
SES000521,CUST0240,Tablet,2023-02-02,10.19.00 AM,2023-02-02,10.21.46 AM,166,4,Fashion,Jeans
SES000522,CUST0025,Desktop,2023-04-03,5.58.00 AM,2023-04-03,6.03.00 AM,300,11,Electronics,Mouse
SES000523,CUST0376,Desktop,2023-03-11,11.30.00 AM,2023-03-11,11.39.35 AM,575,4,Groceries,Snacks
SES000524,CUST0309,Desktop,2023-04-06,3.49.00 AM,2023-04-06,4.00.21 AM,681,8,Electronics,Headphones
SES000525,CUST0052,Desktop,2023-02-20,8.57.00 PM,2023-02-20,9.03.23 PM,383,4,Sports,Cricket Bat
SES000526,CUST0017,Mobile,2023-09-19,11.58.00 AM,2023-09-19,12.08.53 PM,653,1,Fashion,T-shirt
SES000527,CUST0380,Desktop,2023-11-09,1.33.00 PM,2023-11-09,1.35.08 PM,128,2,Beauty,Perfume
SES000528,CUST0285,Desktop,2023-02-16,2.53.00 AM,2023-02-16,3.00.42 AM,462,10,Electronics,Laptop
SES000529,CUST0036,Mobile,2023-04-20,1.19.00 PM,2023-04-20,1.30.24 PM,684,5,Electronics,Smartphone
SES000530,CUST0222,Desktop,2023-12-06,8.34.00 AM,2023-12-06,8.42.57 AM,537,1,Groceries,Snacks
SES000531,CUST0387,Tablet,2023-08-25,4.30.00 PM,2023-08-25,4.33.39 PM,219,4,Beauty,Perfume
SES000532,CUST0092,Desktop,2023-03-19,11.41.00 AM,2023-03-19,11.44.56 AM,236,14,Electronics,Headphones
SES000533,CUST0200,Mobile,2023-04-14,4.01.00 AM,2023-04-14,4.14.50 AM,830,1,Fashion,Shoes
SES000534,CUST0314,Mobile,2023-12-14,3.54.00 AM,2023-12-14,4.07.32 AM,812,1,Groceries,Oil
SES000535,CUST0110,Tablet,2023-01-15,10.28.00 PM,2023-01-15,10.40.51 PM,771,7,Groceries,Oil
SES000536,CUST0215,Desktop,2023-01-26,10.57.00 PM,2023-01-26,11.03.58 PM,418,6,Fashion,Jeans
SES000537,CUST0380,Tablet,2023-10-15,8.53.00 PM,2023-10-15,8.56.07 PM,187,10,Groceries,Rice
SES000538,CUST0159,Tablet,2023-12-26,2.19.00 AM,2023-12-26,2.19.47 AM,47,6,Electronics,Mouse
SES000539,CUST0217,Mobile,2023-01-31,11.05.00 PM,2023-01-31,11.08.42 PM,222,10,Groceries,Rice
SES000540,CUST0444,Mobile,2023-09-06,10.04.00 PM,2023-09-06,10.05.36 PM,96,7,Electronics,Mouse
SES000541,CUST0364,Tablet,2023-07-21,7.41.00 PM,2023-07-21,7.50.44 PM,584,13,Electronics,Mouse
SES000542,CUST0405,Tablet,2023-08-02,9.53.00 PM,2023-08-02,9.56.42 PM,222,6,Electronics,Laptop
SES000543,CUST0412,Tablet,2023-11-06,7.54.00 AM,2023-11-06,7.58.51 AM,291,14,Sports,Football
SES000544,CUST0427,Desktop,2023-02-28,11.15.00 AM,2023-02-28,11.19.53 AM,293,14,Fashion,Shoes
SES000545,CUST0144,Desktop,2023-02-19,9.41.00 PM,2023-02-19,9.41.51 PM,51,2,Groceries,Oil
SES000546,CUST0223,Desktop,2023-01-26,2.50.00 AM,2023-01-26,2.52.06 AM,126,11,Groceries,Snacks
SES000547,CUST0053,Desktop,2023-12-30,6.28.00 AM,2023-12-30,6.30.07 AM,127,8,Sports,Tennis Racket
SES000548,CUST0192,Desktop,2023-08-10,12.25.00 AM,2023-08-10,12.38.33 AM,813,9,Electronics,Laptop
SES000549,CUST0395,Mobile,2023-02-25,3.45.00 AM,2023-02-25,3.50.38 AM,338,1,Groceries,Oil
SES000550,CUST0059,Tablet,2023-04-05,3.09.00 AM,2023-04-05,3.19.09 AM,609,7,Fashion,T-shirt
SES000551,CUST0183,Tablet,2023-05-21,6.06.00 PM,2023-05-21,6.13.07 PM,427,11,Fashion,Shoes
SES000552,CUST0464,Desktop,2023-02-22,3.35.00 AM,2023-02-22,3.47.34 AM,754,1,Beauty,Perfume
SES000553,CUST0454,Tablet,2023-09-06,10.48.00 AM,2023-09-06,10.50.53 AM,173,2,Electronics,Keyboard
SES000554,CUST0023,Tablet,2023-11-15,2.29.00 PM,2023-11-15,2.41.44 PM,764,10,Groceries,Oil
SES000555,CUST0401,Mobile,2023-06-03,11.29.00 AM,2023-06-03,11.35.57 AM,417,11,Groceries,Juice
SES000556,CUST0365,Desktop,2023-01-27,12.42.00 PM,2023-01-27,12.45.39 PM,219,2,Beauty,Face Wash
SES000557,CUST0270,Tablet,2023-08-04,8.27.00 AM,2023-08-04,8.31.10 AM,250,7,Electronics,Mouse
SES000558,CUST0057,Desktop,2023-06-02,12.02.00 PM,2023-06-02,12.04.18 PM,138,2,Sports,Tennis Racket
SES000559,CUST0077,Tablet,2023-08-18,12.58.00 AM,2023-08-18,1.04.06 AM,366,13,Beauty,Face Wash
SES000560,CUST0418,Tablet,2023-10-23,3.23.00 PM,2023-10-23,3.32.03 PM,543,6,Groceries,Snacks
SES000561,CUST0284,Desktop,2023-05-24,3.40.00 PM,2023-05-24,3.55.00 PM,900,1,Fashion,Jeans
SES000562,CUST0389,Tablet,2023-11-29,2.38.00 PM,2023-11-29,2.51.43 PM,823,3,Beauty,Shampoo
SES000563,CUST0383,Mobile,2023-06-14,3.51.00 AM,2023-06-14,4.01.50 AM,650,10,Electronics,Smartphone
SES000564,CUST0366,Mobile,2023-03-11,6.30.00 AM,2023-03-11,6.30.33 AM,33,6,Sports,Tennis Racket
SES000565,CUST0208,Tablet,2023-10-21,4.28.00 AM,2023-10-21,4.38.49 AM,649,8,Sports,Football
SES000566,CUST0423,Desktop,2023-06-26,12.34.00 PM,2023-06-26,12.38.51 PM,291,10,Groceries,Juice
SES000567,CUST0163,Desktop,2023-09-24,1.49.00 AM,2023-09-24,1.50.26 AM,86,4,Sports,Tennis Racket
SES000568,CUST0463,Desktop,2023-04-22,5.22.00 PM,2023-04-22,5.28.08 PM,368,4,Electronics,Smartphone
SES000569,CUST0291,Tablet,2023-03-02,1.57.00 AM,2023-03-02,2.03.01 AM,361,12,Sports,Tennis Racket
SES000570,CUST0192,Desktop,2023-01-13,6.01.00 PM,2023-01-13,6.03.45 PM,165,6,Electronics,Mouse
SES000571,CUST0399,Desktop,2023-05-20,5.31.00 AM,2023-05-20,5.39.09 AM,489,8,Sports,Cricket Bat
SES000572,CUST0042,Tablet,2023-03-25,12.27.00 PM,2023-03-25,12.40.26 PM,806,5,Beauty,Shampoo
SES000573,CUST0311,Mobile,2023-04-11,7.09.00 AM,2023-04-11,7.10.49 AM,109,5,Sports,Cricket Bat
SES000574,CUST0110,Tablet,2023-06-10,2.19.00 AM,2023-06-10,2.26.59 AM,479,1,Fashion,T-shirt
SES000575,CUST0422,Desktop,2023-08-21,6.17.00 PM,2023-08-21,6.20.10 PM,190,3,Groceries,Snacks
SES000576,CUST0448,Desktop,2023-08-19,8.31.00 AM,2023-08-19,8.35.06 AM,246,2,Electronics,Laptop
SES000577,CUST0181,Desktop,2023-06-17,4.33.00 AM,2023-06-17,4.41.18 AM,498,1,Electronics,Headphones
SES000578,CUST0470,Tablet,2023-10-27,4.12.00 AM,2023-10-27,4.14.56 AM,176,11,Sports,Cricket Bat
SES000579,CUST0068,Desktop,2023-11-15,10.54.00 AM,2023-11-15,10.55.03 AM,63,7,Fashion,T-shirt
SES000580,CUST0132,Tablet,2023-06-23,10.57.00 AM,2023-06-23,10.57.29 AM,29,8,Electronics,Keyboard
SES000581,CUST0200,Tablet,2023-04-15,1.36.00 PM,2023-04-15,1.49.34 PM,814,7,Beauty,Face Wash
SES000582,CUST0183,Mobile,2023-10-07,4.12.00 AM,2023-10-07,4.18.54 AM,414,3,Fashion,Jeans
SES000583,CUST0050,Mobile,2023-11-22,11.34.00 PM,2023-11-22,11.42.35 PM,515,13,Sports,Cricket Bat
SES000584,CUST0003,Desktop,2023-06-14,6.12.00 AM,2023-06-14,6.25.17 AM,797,14,Fashion,T-shirt
SES000585,CUST0147,Desktop,2023-09-19,5.38.00 PM,2023-09-19,5.39.37 PM,97,10,Groceries,Snacks
SES000586,CUST0064,Desktop,2023-12-02,8.21.00 AM,2023-12-02,8.25.13 AM,253,15,Fashion,Jacket
SES000587,CUST0221,Tablet,2023-03-29,11.33.00 AM,2023-03-29,11.45.26 AM,746,1,Groceries,Rice
SES000588,CUST0400,Tablet,2023-09-30,1.23.00 PM,2023-09-30,1.36.40 PM,820,3,Sports,Tennis Racket
SES000589,CUST0240,Desktop,2023-01-24,11.55.00 PM,2023-01-25,12.07.27 AM,747,14,Electronics,Laptop
SES000590,CUST0361,Desktop,2023-08-17,9.32.00 AM,2023-08-17,9.45.06 AM,786,9,Electronics,Laptop
SES000591,CUST0056,Tablet,2023-01-18,4.02.00 AM,2023-01-18,4.06.40 AM,280,2,Groceries,Juice
SES000592,CUST0025,Mobile,2023-10-30,4.58.00 AM,2023-10-30,5.12.36 AM,876,2,Groceries,Snacks
SES000593,CUST0364,Tablet,2023-09-11,1.08.00 PM,2023-09-11,1.11.21 PM,201,11,Fashion,Jeans
SES000594,CUST0427,Desktop,2023-05-14,2.02.00 AM,2023-05-14,2.16.39 AM,879,1,Electronics,Smartphone
SES000595,CUST0109,Tablet,2023-12-30,3.39.00 AM,2023-12-30,3.49.51 AM,651,2,Groceries,Snacks
SES000596,CUST0278,Tablet,2023-12-01,5.10.00 PM,2023-12-01,5.22.41 PM,761,7,Beauty,Face Wash
SES000597,CUST0266,Desktop,2023-07-09,3.43.00 AM,2023-07-09,3.56.02 AM,782,8,Fashion,Jeans
SES000598,CUST0397,Desktop,2023-07-28,5.28.00 AM,2023-07-28,5.38.33 AM,633,4,Electronics,Mouse
SES000599,CUST0046,Desktop,2023-10-30,8.48.00 AM,2023-10-30,9.02.47 AM,887,5,Groceries,Oil
SES000600,CUST0196,Tablet,2023-03-24,5.16.00 AM,2023-03-24,5.17.56 AM,116,11,Sports,Tennis Racket
SES000601,CUST0371,Desktop,2023-04-27,8.47.00 AM,2023-04-27,8.54.15 AM,435,8,Groceries,Snacks
SES000602,CUST0055,Tablet,2023-11-17,3.30.00 AM,2023-11-17,3.30.30 AM,30,11,Groceries,Rice
SES000603,CUST0330,Desktop,2023-10-25,3.57.00 PM,2023-10-25,4.07.46 PM,646,1,Groceries,Oil
SES000604,CUST0249,Desktop,2023-01-27,1.06.00 AM,2023-01-27,1.11.09 AM,309,13,Fashion,T-shirt
SES000605,CUST0420,Tablet,2023-03-29,3.22.00 AM,2023-03-29,3.24.47 AM,167,14,Groceries,Juice
SES000606,CUST0438,Mobile,2023-12-31,10.04.00 AM,2023-12-31,10.13.00 AM,540,8,Fashion,Shoes
SES000607,CUST0081,Tablet,2023-08-31,2.50.00 PM,2023-08-31,3.04.23 PM,863,5,Electronics,Laptop
SES000608,CUST0291,Desktop,2023-12-21,2.23.00 AM,2023-12-21,2.33.44 AM,644,15,Groceries,Rice
SES000609,CUST0494,Desktop,2023-03-31,2.57.00 PM,2023-03-31,3.06.50 PM,590,11,Groceries,Rice
SES000610,CUST0397,Desktop,2023-02-23,3.17.00 AM,2023-02-23,3.29.52 AM,772,1,Beauty,Shampoo
SES000611,CUST0375,Tablet,2023-04-06,12.22.00 PM,2023-04-06,12.36.06 PM,846,11,Electronics,Laptop
SES000612,CUST0295,Mobile,2023-06-07,1.49.00 PM,2023-06-07,1.54.42 PM,342,6,Fashion,Jeans
SES000613,CUST0242,Tablet,2023-05-29,10.47.00 PM,2023-05-29,11.01.50 PM,890,8,Beauty,Face Wash
SES000614,CUST0457,Tablet,2023-09-24,10.34.00 AM,2023-09-24,10.47.51 AM,831,6,Sports,Cricket Bat
SES000615,CUST0409,Tablet,2023-11-23,11.49.00 PM,2023-11-24,12.00.33 AM,693,6,Groceries,Oil
SES000616,CUST0076,Mobile,2023-03-31,11.33.00 AM,2023-03-31,11.44.51 AM,711,12,Fashion,Jeans
SES000617,CUST0402,Mobile,2023-10-27,9.54.00 PM,2023-10-27,10.03.52 PM,592,12,Beauty,Shampoo
SES000618,CUST0326,Tablet,2023-09-27,12.13.00 AM,2023-09-27,12.16.21 AM,201,6,Sports,Cricket Bat
SES000619,CUST0120,Mobile,2023-06-02,2.33.00 AM,2023-06-02,2.40.32 AM,452,9,Beauty,Perfume
SES000620,CUST0322,Tablet,2023-07-25,2.01.00 PM,2023-07-25,2.10.53 PM,593,4,Fashion,Shoes
SES000621,CUST0448,Mobile,2023-08-22,10.36.00 PM,2023-08-22,10.37.36 PM,96,8,Electronics,Headphones
SES000622,CUST0485,Mobile,2023-06-18,6.17.00 AM,2023-06-18,6.29.11 AM,731,9,Beauty,Shampoo
SES000623,CUST0460,Mobile,2023-01-06,3.52.00 AM,2023-01-06,3.55.22 AM,202,1,Fashion,Shoes
SES000624,CUST0454,Mobile,2023-03-27,5.49.00 AM,2023-03-27,6.02.04 AM,784,5,Electronics,Headphones
SES000625,CUST0327,Tablet,2023-08-05,4.34.00 PM,2023-08-05,4.37.10 PM,190,6,Fashion,Shoes
SES000626,CUST0335,Tablet,2023-05-31,9.16.00 PM,2023-05-31,9.19.59 PM,239,8,Fashion,Shoes
SES000627,CUST0463,Tablet,2023-04-24,8.05.00 AM,2023-04-24,8.07.20 AM,140,13,Electronics,Headphones
SES000628,CUST0387,Desktop,2023-08-11,1.53.00 AM,2023-08-11,1.56.03 AM,183,4,Fashion,Shoes
SES000629,CUST0036,Mobile,2023-09-07,11.42.00 PM,2023-09-07,11.49.53 PM,473,6,Electronics,Headphones
SES000630,CUST0391,Mobile,2023-06-25,12.28.00 PM,2023-06-25,12.30.12 PM,132,10,Groceries,Oil
SES000631,CUST0059,Desktop,2023-07-15,10.13.00 AM,2023-07-15,10.21.53 AM,533,4,Electronics,Smartphone
SES000632,CUST0163,Tablet,2023-12-21,11.42.00 AM,2023-12-21,11.43.42 AM,102,11,Beauty,Perfume
SES000633,CUST0478,Tablet,2023-07-30,1.46.00 AM,2023-07-30,1.59.07 AM,787,2,Electronics,Mouse
SES000634,CUST0455,Mobile,2023-05-03,3.10.00 PM,2023-05-03,3.23.33 PM,813,9,Fashion,Jeans
SES000635,CUST0313,Tablet,2023-11-24,1.47.00 AM,2023-11-24,1.59.10 AM,730,15,Groceries,Oil
SES000636,CUST0262,Desktop,2023-09-16,7.49.00 AM,2023-09-16,8.02.58 AM,838,1,Electronics,Headphones
SES000637,CUST0004,Mobile,2023-07-07,3.36.00 AM,2023-07-07,3.42.30 AM,390,5,Sports,Football
SES000638,CUST0377,Desktop,2023-09-12,6.57.00 AM,2023-09-12,7.09.06 AM,726,9,Fashion,Jacket
SES000639,CUST0028,Tablet,2023-07-01,6.51.00 AM,2023-07-01,6.54.59 AM,239,6,Groceries,Rice
SES000640,CUST0271,Tablet,2023-09-14,7.09.00 PM,2023-09-14,7.16.37 PM,457,3,Sports,Football
SES000641,CUST0242,Tablet,2023-01-16,10.11.00 AM,2023-01-16,10.13.29 AM,149,11,Fashion,Jeans
SES000642,CUST0057,Tablet,2023-07-02,3.05.00 PM,2023-07-02,3.17.01 PM,721,7,Sports,Tennis Racket
SES000643,CUST0492,Mobile,2023-05-16,9.29.00 AM,2023-05-16,9.42.37 AM,817,7,Groceries,Juice
SES000644,CUST0397,Desktop,2023-08-14,7.08.00 PM,2023-08-14,7.14.10 PM,370,1,Sports,Football
SES000645,CUST0039,Mobile,2023-11-20,2.35.00 AM,2023-11-20,2.46.13 AM,673,5,Fashion,T-shirt
SES000646,CUST0091,Desktop,2023-02-05,11.15.00 AM,2023-02-05,11.18.21 AM,201,7,Fashion,Shoes
SES000647,CUST0315,Tablet,2023-09-07,9.25.00 AM,2023-09-07,9.37.44 AM,764,9,Fashion,Shoes
SES000648,CUST0149,Desktop,2023-02-05,3.31.00 AM,2023-02-05,3.33.32 AM,152,12,Electronics,Headphones
SES000649,CUST0018,Tablet,2023-01-05,5.54.00 PM,2023-01-05,6.04.47 PM,647,6,Fashion,Jacket
SES000650,CUST0271,Tablet,2023-01-22,5.40.00 AM,2023-01-22,5.50.38 AM,638,4,Groceries,Juice
SES000651,CUST0134,Desktop,2023-04-26,2.09.00 PM,2023-04-26,2.09.53 PM,53,5,Groceries,Juice
SES000652,CUST0077,Mobile,2023-02-08,5.09.00 PM,2023-02-08,5.20.26 PM,686,10,Fashion,Jacket
SES000653,CUST0391,Tablet,2023-09-28,7.11.00 AM,2023-09-28,7.14.18 AM,198,8,Electronics,Laptop
SES000654,CUST0065,Mobile,2023-05-06,12.18.00 AM,2023-05-06,12.21.31 AM,211,12,Fashion,Jeans
SES000655,CUST0245,Desktop,2023-04-08,10.11.00 PM,2023-04-08,10.20.26 PM,566,12,Groceries,Snacks
SES000656,CUST0425,Tablet,2023-12-15,4.12.00 AM,2023-12-15,4.26.13 AM,853,10,Groceries,Rice
SES000657,CUST0417,Desktop,2023-01-19,4.29.00 AM,2023-01-19,4.32.58 AM,238,1,Groceries,Snacks
SES000658,CUST0487,Mobile,2023-02-13,3.28.00 PM,2023-02-13,3.40.58 PM,778,14,Sports,Cricket Bat
SES000659,CUST0290,Tablet,2023-12-12,4.12.00 PM,2023-12-12,4.22.22 PM,622,12,Sports,Cricket Bat
SES000660,CUST0389,Desktop,2023-06-28,4.16.00 AM,2023-06-28,4.27.00 AM,660,10,Fashion,T-shirt
SES000661,CUST0121,Mobile,2023-02-28,2.40.00 AM,2023-02-28,2.42.46 AM,166,4,Fashion,T-shirt
SES000662,CUST0215,Tablet,2023-04-21,6.41.00 PM,2023-04-21,6.51.02 PM,602,10,Beauty,Shampoo
SES000663,CUST0306,Mobile,2023-12-28,10.41.00 PM,2023-12-28,10.49.56 PM,536,2,Electronics,Laptop
SES000664,CUST0443,Tablet,2023-10-06,11.45.00 AM,2023-10-06,11.52.48 AM,468,2,Electronics,Headphones
SES000665,CUST0107,Mobile,2023-03-16,6.08.00 AM,2023-03-16,6.12.05 AM,245,2,Sports,Cricket Bat
SES000666,CUST0195,Desktop,2023-12-07,7.41.00 PM,2023-12-07,7.47.58 PM,418,8,Sports,Tennis Racket
SES000667,CUST0357,Mobile,2023-05-24,2.23.00 PM,2023-05-24,2.37.46 PM,886,10,Fashion,Jacket
SES000668,CUST0322,Tablet,2023-09-30,3.09.00 AM,2023-09-30,3.22.40 AM,820,13,Sports,Football
SES000669,CUST0234,Tablet,2023-10-17,8.01.00 PM,2023-10-17,8.03.19 PM,139,9,Groceries,Rice
SES000670,CUST0272,Desktop,2023-11-02,6.53.00 PM,2023-11-02,7.01.14 PM,494,15,Fashion,T-shirt
SES000671,CUST0299,Tablet,2023-08-04,3.49.00 AM,2023-08-04,3.51.22 AM,142,13,Fashion,Jacket
SES000672,CUST0044,Tablet,2023-10-29,8.18.00 PM,2023-10-29,8.19.50 PM,110,12,Groceries,Oil
SES000673,CUST0122,Desktop,2024-01-01,6.12.00 AM,2024-01-01,6.16.36 AM,276,8,Sports,Football
SES000674,CUST0218,Tablet,2023-11-07,10.25.00 AM,2023-11-07,10.35.30 AM,630,5,Electronics,Laptop
SES000675,CUST0236,Desktop,2023-06-04,4.37.00 AM,2023-06-04,4.47.59 AM,659,15,Electronics,Smartphone
SES000676,CUST0165,Mobile,2023-01-11,1.11.00 PM,2023-01-11,1.23.57 PM,777,9,Beauty,Face Wash
SES000677,CUST0277,Mobile,2023-12-19,5.55.00 PM,2023-12-19,6.00.17 PM,317,6,Fashion,Shoes
SES000678,CUST0039,Mobile,2023-10-16,12.29.00 PM,2023-10-16,12.36.22 PM,442,13,Fashion,Shoes
SES000679,CUST0431,Mobile,2023-09-17,12.31.00 PM,2023-09-17,12.36.17 PM,317,2,Beauty,Shampoo
SES000680,CUST0198,Desktop,2023-02-23,1.31.00 AM,2023-02-23,1.39.01 AM,481,15,Fashion,Jacket
SES000681,CUST0480,Tablet,2023-06-14,10.18.00 AM,2023-06-14,10.28.50 AM,650,14,Fashion,Jeans
SES000682,CUST0262,Tablet,2023-11-01,9.04.00 AM,2023-11-01,9.17.07 AM,787,6,Electronics,Mouse
SES000683,CUST0283,Tablet,2023-04-26,7.11.00 PM,2023-04-26,7.23.58 PM,778,8,Sports,Cricket Bat
SES000684,CUST0404,Tablet,2023-07-04,2.37.00 PM,2023-07-04,2.47.37 PM,637,5,Beauty,Perfume
SES000685,CUST0285,Desktop,2023-04-30,5.32.00 PM,2023-04-30,5.39.31 PM,451,10,Groceries,Oil
SES000686,CUST0432,Mobile,2023-06-24,10.31.00 AM,2023-06-24,10.43.50 AM,770,9,Beauty,Perfume
SES000687,CUST0487,Mobile,2023-11-16,8.05.00 PM,2023-11-16,8.05.25 PM,25,6,Groceries,Juice
SES000688,CUST0210,Tablet,2023-07-27,10.59.00 PM,2023-07-27,11.03.47 PM,287,10,Electronics,Mouse
SES000689,CUST0445,Tablet,2023-11-14,11.06.00 PM,2023-11-14,11.10.51 PM,291,2,Groceries,Rice
SES000690,CUST0007,Mobile,2023-07-13,1.16.00 PM,2023-07-13,1.29.54 PM,834,15,Electronics,Smartphone
SES000691,CUST0136,Desktop,2023-09-19,1.10.00 AM,2023-09-19,1.19.40 AM,580,6,Fashion,Jeans
SES000692,CUST0233,Mobile,2023-05-30,3.11.00 PM,2023-05-30,3.24.07 PM,787,15,Sports,Football
SES000693,CUST0256,Mobile,2023-05-24,3.57.00 PM,2023-05-24,4.00.15 PM,195,6,Electronics,Keyboard
SES000694,CUST0056,Mobile,2023-10-19,2.38.00 PM,2023-10-19,2.46.39 PM,519,3,Beauty,Perfume
SES000695,CUST0472,Tablet,2023-09-28,7.50.00 AM,2023-09-28,8.00.45 AM,645,8,Groceries,Rice
SES000696,CUST0333,Mobile,2023-11-25,8.28.00 AM,2023-11-25,8.33.24 AM,324,14,Electronics,Smartphone
SES000697,CUST0040,Desktop,2023-07-24,11.47.00 PM,2023-07-24,11.51.46 PM,286,3,Beauty,Face Wash
